Operating Unit	Country	ISO3	Indicator	Description	Coarse Age	Sex	Modality	2018-T	2018Q1-R	2018Q2-R	2018Q3-R	2018Q4-R	2019-T	2019Q1-R	2019Q2-R	2019Q3-R	2019Q4-R	2020-T	2020Q1-R	2020Q2-R	2020Q3-R	2020Q4-R	2021-T	2021Q1-R	2021Q2-R	2021Q3-R	2021Q4-R	2022-T	2022Q1-R	2022Q2-R	2022Q3-R	2022Q4-R	2023-T	2023Q1-R	2023Q2-R	2023Q3-R	2023Q4-R	2024-T	2024Q1-R	2024Q2-R	2024Q3-R
South and Southeast Asia Region	Nepal	NPL	TX_ML_IIT_three_five_mo	People on ART for 3 to 5 months with no clinical contact or ARV pick-up for greater than 28 days	15+	Female	N/A																						5	12	17	14		19	27	21	10		16	23	20
South and Southeast Asia Region	Nepal	NPL	TX_ML_died	People on ART whose death was confirmed	<15	Unknown Sex	N/A													2	1	3		5	1	5	2			1	3	1		2	4	1	4		2		1
South and Southeast Asia Region	Nepal	NPL	TX_ML_died	People on ART whose death was confirmed	15+	Female	N/A												23	19	21	23		23	31	31	29		34	21	32	27		27	33	30	29		28	24	24
South and Southeast Asia Region	Nepal	NPL	TX_ML_died	People on ART whose death was confirmed	15+	Male	N/A												34	39	52	45		49	62	64	47		72	59	82	48		60	70	79	56		63	59	65
South and Southeast Asia Region	Nepal	NPL	TX_ML_refused_stopped	People on ART, who after a missed clinical contact or ARV pick up, are contacted and refuse or stop treatment	15+	Male	N/A													5	1	2			1						2				2	1				1	1
South and Southeast Asia Region	Nepal	NPL	TX_ML_refused_stopped	People on ART, who after a missed clinical contact or ARV pick up, are contacted and refuse or stop treatment	15+	Female	N/A													2	1				5				1							2	2				
South and Southeast Asia Region	Nepal	NPL	TX_ML_transferred_out	People on ART who transferred out of the reporting facility	15+	Female	N/A												24	40	25	81		196	114	56	79		136	88	120	70		81	84	79	58		71	66	91
South and Southeast Asia Region	Nepal	NPL	TX_ML_transferred_out	People on ART who transferred out of the reporting facility	<15	Unknown Sex	N/A												4	7	3	6		28	17	11	10		9	16	19	9		8	11	12	13		9	10	21
South and Southeast Asia Region	Nepal	NPL	TX_ML_transferred_out	People on ART who transferred out of the reporting facility	15+	Male	N/A												43	55	36	97		200	145	77	150		180	161	153	143		154	143	141	92		121	99	127
South and Southeast Asia Region	Nepal	NPL	TX_NET_NEW	Net increase or decrease in patients receiving antiretroviral therapy (ART)	<15	Unknown Sex	N/A												795	-1	4	5		90	-15	-4	5		45	35	35	-12		14	-22	-59	14		-17	4	-62
South and Southeast Asia Region	Nepal	NPL	TX_NET_NEW	Net increase or decrease in patients receiving antiretroviral therapy (ART)	15+	Female	N/A												5,655	84	74	75		1,410	229	119	212		74	161	180	134		142	126	220	157		140	174	170
South and Southeast Asia Region	Nepal	NPL	TX_NET_NEW	Net increase or decrease in patients receiving antiretroviral therapy (ART)	15+	Male	N/A												6,370	104	67	159		1,481	261	131	226		811	233	167	260		207	250	195	225		156	241	278
South and Southeast Asia Region	Nepal	NPL	TX_NEW	People newly enrolled on antiretroviral therapy	<15	Unknown Sex	N/A											36	15	22	5	11	168	31	22	10	19	134	23	32	37	19	108	23	9	18	19	112	19	17	18
South and Southeast Asia Region	Nepal	NPL	TX_NEW	People newly enrolled on antiretroviral therapy	15+	Male	N/A											1,134	260	297	190	273	1,684	364	340	204	358	1,438	460	380	394	343	843	377	368	372	327	986	299	366	389
South and Southeast Asia Region	Nepal	NPL	TX_NEW	People newly enrolled on antiretroviral therapy	15+	Female	N/A											755	204	196	117	185	1,448	282	275	152	234	1,228	243	211	234	195	949	204	193	250	189	825	185	208	213
South and Southeast Asia Region	Nepal	NPL	TX_PVLS	ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months	<15	Unknown Sex	N/A												8	78	93	152	941	427	509	518	529	1,024	616	631	666	706	1,127	662	667	653	689	1,007	600	504	508
South and Southeast Asia Region	Nepal	NPL	TX_PVLS	ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months	15+	Male	N/A												107	794	910	1,239	6,976	3,938	5,412	5,843	6,018	8,203	6,952	7,176	7,587	7,739	9,077	7,803	8,286	8,456	8,853	10,001	8,561	7,809	7,844
South and Southeast Asia Region	Nepal	NPL	TX_PVLS	ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months	15+	Female	N/A												80	762	878	1,216	6,521	3,501	4,956	5,370	5,518	7,600	6,120	6,100	6,615	6,788	8,378	6,540	7,308	7,398	7,747	8,574	7,484	6,786	6,715
South and Southeast Asia Region	Nepal	NPL	TX_RTT	ART patients who successfully restarted ARVs	15+	Female	N/A												10	20	56	42		103	62	53	63		59	40	40	51		40	42	64	32		32	52	34
South and Southeast Asia Region	Nepal	NPL	TX_RTT	ART patients who successfully restarted ARVs	<15	Unknown Sex	N/A													2	9	8		14	6	4	2		5	20	3	3		4	3	5	3		1	3	1
South and Southeast Asia Region	Nepal	NPL	TX_RTT	ART patients who successfully restarted ARVs	15+	Male	N/A												19	33	63	74		153	94	80	97		84	88	92	73		71	81	66	81		70	80	73
South and Southeast Asia Region	Thailand	THA	HTS_INDEX	Individuals tested for HIV using index testing services	15+	Male	IndexMod												4	1	2		3,515	1			1	1,626	2	7	18	21		25	9	3	11		9	8	7
South and Southeast Asia Region	Thailand	THA	HTS_INDEX	Individuals tested for HIV using index testing services	15+	Male	Active Index																															1,422			
South and Southeast Asia Region	Thailand	THA	HTS_INDEX	Individuals tested for HIV using index testing services	15+	Female	Index											688	45	48	195	135	1,817	77	118	98	137	991	120	159	163	173	260	130	156	130	164		117	108	101
South and Southeast Asia Region	Thailand	THA	HTS_INDEX	Individuals tested for HIV using index testing services	<15	Unknown Sex	IndexMod																													1					
South and Southeast Asia Region	Thailand	THA	HTS_INDEX	Individuals tested for HIV using index testing services	15+	Female	Active Index																															36			
South and Southeast Asia Region	Thailand	THA	HTS_INDEX	Individuals tested for HIV using index testing services	15+	Male	Index											2,832	192	255	269	362	1,952	274	328	341	434	795	346	461	441	457	941	390	500	403	505		315	362	258
South and Southeast Asia Region	Thailand	THA	HTS_INDEX	Individuals tested for HIV using index testing services	15+	Female	IndexMod													1	1														1	2				1	
South and Southeast Asia Region	Thailand	THA	HTS_INDEX	Individuals tested for HIV using index testing services	Unknown Age	Female	Index												8	5	7	4		3	4	2	11		4	3				1	4	1	8		2		2
South and Southeast Asia Region	Thailand	THA	HTS_INDEX	Individuals tested for HIV using index testing services	<15	Unknown Sex	Index												2	3	8	12		12	8	10	11		19	3		1		5	9	6	6		5	6	5
South and Southeast Asia Region	Thailand	THA	HTS_INDEX	Individuals tested for HIV using index testing services	Unknown Age	Male	Index												13	13	7	7		36	1	12	20		20	27				3	5	2	14		6	6	1
South and Southeast Asia Region	Thailand	THA	HTS_INDEX_KNOWNPOS	Individuals Known to be positive who were identified using index testing services	Unknown Age	Female	Index																		1		2			2				1	1		1		1		
South and Southeast Asia Region	Thailand	THA	HTS_INDEX_KNOWNPOS	Individuals Known to be positive who were identified using index testing services	Unknown Age	Male	Index													2	2			32		1	5		2	19				3	3		7		3	2	
South and Southeast Asia Region	Thailand	THA	HTS_INDEX_KNOWNPOS	Individuals Known to be positive who were identified using index testing services	15+	Male	Index													5	4	90		29	42	32	98		72	103	115	71		67	94	71	117		59	67	39
South and Southeast Asia Region	Thailand	THA	HTS_INDEX_KNOWNPOS	Individuals Known to be positive who were identified using index testing services	15+	Female	Index													1	3	20		18	18	9	34		25	51	44	25		33	43	35	40		24	29	12
South and Southeast Asia Region	Thailand	THA	HTS_INDEX_KNOWNPOS	Individuals Known to be positive who were identified using index testing services	<15	Unknown Sex	Index																		4		3		1												
South and Southeast Asia Region	Thailand	THA	HTS_INDEX_NEWNEG	Individuals newly testing negative by index testing services	15+	Male	Index											2,015	151	183	175	192	4,256	192	198	224	245	1,927	205	289	266	322	710	282	327	267	316	1,071	192	228	175
South and Southeast Asia Region	Thailand	THA	HTS_INDEX_NEWNEG	Individuals newly testing negative by index testing services	Unknown Age	Female	Index												7	5	7	4		3	3	2	5		1						3	1	7		1		2
South and Southeast Asia Region	Thailand	THA	HTS_INDEX_NEWNEG	Individuals newly testing negative by index testing services	<15	Unknown Sex	Index												2	3	7	11		9	3	9	8		17	3		1		5	7	6	4		5	4	5
South and Southeast Asia Region	Thailand	THA	HTS_INDEX_NEWNEG	Individuals newly testing negative by index testing services	15+	Female	Index											484	34	38	152	94	1,337	42	83	67	85	746	81	87	92	116	179	82	84	73	97	27	80	62	70
South and Southeast Asia Region	Thailand	THA	HTS_INDEX_NEWNEG	Individuals newly testing negative by index testing services	Unknown Age	Male	Index												11	8		6		4	1	3	6		7	7					1	2	6		3	4	1
South and Southeast Asia Region	Thailand	THA	HTS_INDEX_NEWPOS	Individuals newly testing positive by index testing services	15+	Female	Index											204	11	10	41	21	480	17	17	22	18	245	14	21	27	32	81	15	30	24	27	9	13	18	19
South and Southeast Asia Region	Thailand	THA	HTS_INDEX_NEWPOS	Individuals newly testing positive by index testing services	15+	Male	Index											817	45	68	92	80	1,211	54	88	85	92	494	71	76	78	85	231	66	88	68	83	351	73	75	51
South and Southeast Asia Region	Thailand	THA	HTS_INDEX_NEWPOS	Individuals newly testing positive by index testing services	Unknown Age	Female	Index												1								4		3	1											
South and Southeast Asia Region	Thailand	THA	HTS_INDEX_NEWPOS	Individuals newly testing positive by index testing services	Unknown Age	Male	Index												2	3	5	1				8	9		11	1					1		1				
South and Southeast Asia Region	Thailand	THA	HTS_INDEX_NEWPOS	Individuals newly testing positive by index testing services	<15	Unknown Sex	Index														1	1		3	1	1			1						2	1	2			2	
South and Southeast Asia Region	Thailand	THA	HTS_RECENT	Newly diagnosed HIV-positive persons who received a recent infection test result	15+	Male	VCT														2		385	51	119	167	96	396	104	165	160	344					570		132	319	208
South and Southeast Asia Region	Thailand	THA	HTS_RECENT	Newly diagnosed HIV-positive persons who received a recent infection test result	Unknown Age	Female	VCT																		1					1							15				
South and Southeast Asia Region	Thailand	THA	HTS_RECENT	Newly diagnosed HIV-positive persons who received a recent infection test result	15+	Male	Index														1		232			1	1	97													
South and Southeast Asia Region	Thailand	THA	HTS_RECENT	Newly diagnosed HIV-positive persons who received a recent infection test result	15+	Female	Index																193				1	99													
South and Southeast Asia Region	Thailand	THA	HTS_RECENT	Newly diagnosed HIV-positive persons who received a recent infection test result	15+	Female	VCT																456	30	45	26	33	208	28	45	45	108					149		43	99	58
South and Southeast Asia Region	Thailand	THA	HTS_RECENT	Newly diagnosed HIV-positive persons who received a recent infection test result	Unknown Age	Male	VCT																	21	1	2	1		1	5							23			1	
South and Southeast Asia Region	Thailand	THA	HTS_SELF	Individual HIV self-test kits distributed	Unknown Age	Unknown Sex	N/A											1,056																						10	22
South and Southeast Asia Region	Thailand	THA	HTS_SELF	Individual HIV self-test kits distributed	<15	Unknown Sex	N/A															3					1		1	2		2		1		7	1		5	4	
South and Southeast Asia Region	Thailand	THA	HTS_SELF	Individual HIV self-test kits distributed	15+	Female	N/A																							12	22	119		205	242	623	357	2,240	959	904	553
South and Southeast Asia Region	Thailand	THA	HTS_SELF	Individual HIV self-test kits distributed	Unknown Age	Male	N/A																	4						11				122		6	6		3		244
South and Southeast Asia Region	Thailand	THA	HTS_SELF	Individual HIV self-test kits distributed	Unknown Age	Female	N/A																							2		2		28			1		1		12
South and Southeast Asia Region	Thailand	THA	HTS_SELF	Individual HIV self-test kits distributed	15+	Male	N/A											1,200		43	257	649	804	346	306	111	513	1,066	535	653	868	2,072	1,000	1,055	1,208	3,174	1,485	5,760	1,529	1,794	1,444
South and Southeast Asia Region	Thailand	THA	HTS_TST	Individuals tested for HIV and received their results	<15	Unknown Sex	SNSMod																							2		3		2	7	4	8		1		1
South and Southeast Asia Region	Thailand	THA	HTS_TST	Individuals tested for HIV and received their results	15+	Male	SNS																						13	616	233	235	280	285	257	283	318		201	173	138
South and Southeast Asia Region	Thailand	THA	HTS_TST	Individuals tested for HIV and received their results	15+	Male	IndexMod												4	1	2		3,515	1			1	1,626	2	7	18	21		24	9	3	11		7	8	7
South and Southeast Asia Region	Thailand	THA	HTS_TST	Individuals tested for HIV and received their results	15+	Male	PrEP CT																															26,490			
South and Southeast Asia Region	Thailand	THA	HTS_TST	Individuals tested for HIV and received their results	15+	Male	Active SNS																															6,220			
South and Southeast Asia Region	Thailand	THA	HTS_TST	Individuals tested for HIV and received their results	Unknown Age	Female	VCT												3,557	4,955	2,666	3,912		4,223	7,795	7,692	6,640														
South and Southeast Asia Region	Thailand	THA	HTS_TST	Individuals tested for HIV and received their results	15+	Female	MobileMod											700	523	2,904	569	1,042		422	1,242	273	235		194	1,953	2,291	462	3,892	2,459	2,326	1,636	2,041		3,218	3,378	1,761
South and Southeast Asia Region	Thailand	THA	HTS_TST	Individuals tested for HIV and received their results	Unknown Age	Female	Index												8	5	7	4		3	3	2	9		4	1					3	1	7		1		2
South and Southeast Asia Region	Thailand	THA	HTS_TST	Individuals tested for HIV and received their results	<15	Unknown Sex	SNS																									1		1	1	1	1			1	
South and Southeast Asia Region	Thailand	THA	HTS_TST	Individuals tested for HIV and received their results	15+	Female	OtherMod																										452	6			1				2
South and Southeast Asia Region	Thailand	THA	HTS_TST	Individuals tested for HIV and received their results	15+	Male	Active Other																															28,091			
South and Southeast Asia Region	Thailand	THA	HTS_TST	Individuals tested for HIV and received their results	15+	Female	SNS																						2	14	2	4	240	14	4	8	18		9	9	6
South and Southeast Asia Region	Thailand	THA	HTS_TST	Individuals tested for HIV and received their results	15+	Male	OtherMod													36	211	369	19,800					18,173		2	5	3	7,108	9	5	2	20		26	23	52
South and Southeast Asia Region	Thailand	THA	HTS_TST	Individuals tested for HIV and received their results	<15	Unknown Sex	VCT						-13						86	136	95	99		505	757	788	490		67	62	52	66		81	80	100	241		115	121	144
South and Southeast Asia Region	Thailand	THA	HTS_TST	Individuals tested for HIV and received their results	15+	Female	SNSMod																							13	6			36	15	14	22				6
South and Southeast Asia Region	Thailand	THA	HTS_TST	Individuals tested for HIV and received their results	15+	Male	MobileMod											5,570	2,063	3,751	541	2,871		2,236	4,219	1,278	379		1,858	5,718	5,877	4,493	5,550	7,153	6,748	4,891	6,294		12,209	6,840	7,133
South and Southeast Asia Region	Thailand	THA	HTS_TST	Individuals tested for HIV and received their results	15+	Male	Active Index																															1,422			
South and Southeast Asia Region	Thailand	THA	HTS_TST	Individuals tested for HIV and received their results	Unknown Age	Male	VCT												4,131	5,286	3,795	6,130		5,498	10,975	9,352	7,149														
South and Southeast Asia Region	Thailand	THA	HTS_TST	Individuals tested for HIV and received their results	15+	Female	IndexMod													1	1														1	2				1	
South and Southeast Asia Region	Thailand	THA	HTS_TST	Individuals tested for HIV and received their results	15+	Female	Active SNS																															80			
South and Southeast Asia Region	Thailand	THA	HTS_TST	Individuals tested for HIV and received their results	<15	Unknown Sex	Index												2	3	8	12		12	4	10	8		18	3		1		5	9	6	6		5	6	5
South and Southeast Asia Region	Thailand	THA	HTS_TST	Individuals tested for HIV and received their results	<15	Unknown Sex	OtherMod													1		2															1				
South and Southeast Asia Region	Thailand	THA	HTS_TST	Individuals tested for HIV and received their results	<15	Unknown Sex	MobileMod												8	8	4	10		3	11	12	1		12	19	18	14		39	46	34	72		70	15	36
South and Southeast Asia Region	Thailand	THA	HTS_TST	Individuals tested for HIV and received their results	15+	Female	Active Other																															4,564			
South and Southeast Asia Region	Thailand	THA	HTS_TST	Individuals tested for HIV and received their results	<15	Unknown Sex	IndexMod																													1					
South and Southeast Asia Region	Thailand	THA	HTS_TST	Individuals tested for HIV and received their results	15+	Female	Active Index																															36			
South and Southeast Asia Region	Thailand	THA	HTS_TST	Individuals tested for HIV and received their results	Unknown Age	Male	Index												13	11	5	7		4	1	11	15		18	8					2	2	7		3	4	1
South and Southeast Asia Region	Thailand	THA	HTS_TST	Individuals tested for HIV and received their results	15+	Male	Index											2,832	192	250	265	272	1,952	245	286	309	336	795	274	358	326	386	941	324	406	332	388		258	295	219
South and Southeast Asia Region	Thailand	THA	HTS_TST	Individuals tested for HIV and received their results	15+	Male	SNSMod																							899	1,249	998		2,067	895	615	1,571		1,076	509	335
South and Southeast Asia Region	Thailand	THA	HTS_TST	Individuals tested for HIV and received their results	15+	Female	Index											688	45	47	192	115	1,817	59	100	89	103	991	95	108	119	148	260	97	113	95	124		93	79	89
South and Southeast Asia Region	Thailand	THA	HTS_TST	Individuals tested for HIV and received their results	15+	Female	VCT											7,205	830	708	375	717	27,275	9,539	13,341	11,926	13,484	6,600	3,801	3,868	4,079	4,586	9,953	4,942	5,153	5,220	5,805		6,294	6,465	7,233
South and Southeast Asia Region	Thailand	THA	HTS_TST	Individuals tested for HIV and received their results	15+	Male	VCT						-3,582					22,767	11,726	13,356	11,439	13,283	20,788	22,125	29,709	25,741	24,317	7,320	16,654	12,081	13,425	13,470	17,673	13,837	14,423	14,388	14,977		14,433	15,420	14,810
South and Southeast Asia Region	Thailand	THA	HTS_TST	Individuals tested for HIV and received their results	15+	Male	Other PITC																							6,020	6,545	7,324		7,829	8,222	8,038	8,452		9,013	10,354	10,721
South and Southeast Asia Region	Thailand	THA	HTS_TST	Individuals tested for HIV and received their results	15+	Female	Other PITC																							152	169	178		201	232	218	240		278	339	409
South and Southeast Asia Region	Thailand	THA	HTS_TST_POS	Individuals newly tested positive for HIV	Unknown Age	Male	VCT												360	523	400	438		336	390	306	276														
South and Southeast Asia Region	Thailand	THA	HTS_TST_POS	Individuals newly tested positive for HIV	Unknown Age	Female	VCT												119	91	85	88		107	109	89	80														
South and Southeast Asia Region	Thailand	THA	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Female	Active SNS																															4			
South and Southeast Asia Region	Thailand	THA	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Male	SNSMod																							4	4	5		5	4	2	1		4		1
South and Southeast Asia Region	Thailand	THA	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Male	Active SNS																															311			
South and Southeast Asia Region	Thailand	THA	HTS_TST_POS	Individuals newly tested positive for HIV	Unknown Age	Female	Index												1								4		3	1											
South and Southeast Asia Region	Thailand	THA	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Female	Active Index																															9			
South and Southeast Asia Region	Thailand	THA	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Male	OtherMod																1,980					1,059					43								
South and Southeast Asia Region	Thailand	THA	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Female	IndexMod														1																				
South and Southeast Asia Region	Thailand	THA	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Male	Index											817	44	67	92	80	508	54	88	85	92	203	69	76	77	85	231	64	87	68	83		72	75	51
South and Southeast Asia Region	Thailand	THA	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Male	Active Other																															1,545			
South and Southeast Asia Region	Thailand	THA	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Female	Index											204	11	10	40	21	480	17	17	22	18	245	14	21	27	32	81	15	30	24	27		13	18	19
South and Southeast Asia Region	Thailand	THA	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Male	Active Index																															351			
South and Southeast Asia Region	Thailand	THA	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Male	MobileMod											153	37	69	3	40		32	56	18	7		21	71	63	41	168	58	70	32	31		70	39	36
South and Southeast Asia Region	Thailand	THA	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Female	VCT											715	10	4	4	9	1,155	215	136	98	178	330	100	119	103	111	413	90	104	94	95		95	103	58
South and Southeast Asia Region	Thailand	THA	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Female	MobileMod											14		5	4	3		2	6	2	2			7	14	2	119	6	7	10	2		16	8	1
South and Southeast Asia Region	Thailand	THA	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Male	VCT						-288					2,843	683	754	513	534	867	846	950	709	739	366	602	616	606	608	703	601	548	622	588		517	486	527
South and Southeast Asia Region	Thailand	THA	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Male	SNS																						2	15	3	14	14	6	8	13	20		10	10	7
South and Southeast Asia Region	Thailand	THA	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Male	IndexMod												1	1			703					291	2		1			2	1				1		
South and Southeast Asia Region	Thailand	THA	HTS_TST_POS	Individuals newly tested positive for HIV	<15	Unknown Sex	Index														1	1		3	1	1			1						2	1	2			2	
South and Southeast Asia Region	Thailand	THA	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Male	Other PITC																							5	2	2			7	2	1		4	4	3
South and Southeast Asia Region	Thailand	THA	HTS_TST_POS	Individuals newly tested positive for HIV	<15	Unknown Sex	VCT												1	1	4	1		9	2	7	3		2	2	1					1	1		1	3	1
South and Southeast Asia Region	Thailand	THA	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Female	SNS																										12			2			2		
South and Southeast Asia Region	Thailand	THA	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Female	OtherMod																										4								
South and Southeast Asia Region	Thailand	THA	HTS_TST_POS	Individuals newly tested positive for HIV	Unknown Age	Male	Index												2	3	5	1				8	9		11	1					1		1				
South and Southeast Asia Region	Thailand	THA	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Female	Active Other																															251			
South and Southeast Asia Region	Thailand	THA	HTS_TST_POS	Individuals newly tested positive for HIV	<15	Unknown Sex	MobileMod																									1									
South and Southeast Asia Region	Thailand	THA	PrEP_CT	People that returned for a follow-up or re-initiation visit to receive PrEP during the reporting period	Unknown Age	Female	N/A																																7	8	2
South and Southeast Asia Region	Thailand	THA	PrEP_CT	People that returned for a follow-up or re-initiation visit to receive PrEP during the reporting period	Unknown Age	Male	N/A																								4						1		1		
South and Southeast Asia Region	Thailand	THA	PrEP_CT	People that returned for a follow-up or re-initiation visit to receive PrEP during the reporting period	15+	Female	N/A																						94	130	344	268	276	243	318	324	376	48	439	481	581
South and Southeast Asia Region	Thailand	THA	PrEP_CT	People that returned for a follow-up or re-initiation visit to receive PrEP during the reporting period	15+	Male	N/A																						5,245	6,156	8,755	8,880	6,583	8,856	9,873	10,215	10,823	13,245	11,617	12,736	13,186
South and Southeast Asia Region	Thailand	THA	PrEP_CURR	People receiving pre-exposure prophylaxis to prevent HIV infection	15+	Female	N/A													120		171		178	225	263	271	125													
South and Southeast Asia Region	Thailand	THA	PrEP_CURR	People receiving pre-exposure prophylaxis to prevent HIV infection	15+	Male	N/A											6,713		6,749		10,640	7,820	6,061	8,179	10,399	13,414	7,972													
South and Southeast Asia Region	Thailand	THA	PrEP_CURR	People receiving pre-exposure prophylaxis to prevent HIV infection	Unknown Age	Male	N/A													53		54		15	21	24	1														
South and Southeast Asia Region	Thailand	THA	PrEP_NEW	People newly enrolled on pre-exposure prophylaxis to prevent HIV infection	15+	Female	N/A													74		42		33	41	44	40	74	65	160	161	176	221	200	152	173	326	39	350	320	371
South and Southeast Asia Region	Thailand	THA	PrEP_NEW	People newly enrolled on pre-exposure prophylaxis to prevent HIV infection	15+	Male	N/A											5,299		2,784		2,823	6,540	973	1,192	1,743	1,428	5,994	1,654	2,358	2,294	2,477	5,246	2,498	2,058	2,127	2,664	8,831	2,538	2,580	2,543
South and Southeast Asia Region	Thailand	THA	PrEP_NEW	People newly enrolled on pre-exposure prophylaxis to prevent HIV infection	Unknown Age	Male	N/A															2				1				3		2				2	1				
South and Southeast Asia Region	Thailand	THA	PrEP_NEW	People newly enrolled on pre-exposure prophylaxis to prevent HIV infection	Unknown Age	Female	N/A																									1							1		
South and Southeast Asia Region	Thailand	THA	TX_CURR	People currently receiving antiretroviral therapy (ART)	15+	Male	N/A											28,688	19,741	22,103	23,704	25,284	29,230	37,474	42,404	42,705	42,237	31,208	41,245	34,957	35,609	36,813	24,610	23,472	31,154	32,207	27,020	29,561	23,528	23,442	23,689
South and Southeast Asia Region	Thailand	THA	TX_CURR	People currently receiving antiretroviral therapy (ART)	Unknown Age	Male	N/A												12,917	16,410	17,113	15,773		2,535	1,744	2,097	3,064		4,420	9,099	9,451	8,749		11,063	4,694	4,990	9,624		8,760	8,845	8,975
South and Southeast Asia Region	Thailand	THA	TX_CURR	People currently receiving antiretroviral therapy (ART)	15+	Female	N/A											15,558	13,799	14,892	15,711	16,452	15,121	24,373	27,026	26,913	26,645	16,491	25,692	20,641	20,867	21,557	16,098	12,794	18,839	19,406	14,392	17,818	12,127	11,969	11,985
South and Southeast Asia Region	Thailand	THA	TX_CURR	People currently receiving antiretroviral therapy (ART)	<15	Unknown Sex	N/A												401	453	316	323		370	383	392	332		335	274	255	255		186	236	252	233		203	190	198
South and Southeast Asia Region	Thailand	THA	TX_CURR	People currently receiving antiretroviral therapy (ART)	Unknown Age	Female	N/A												9,103	10,083	11,082	10,191		1,600	1,037	1,317	1,775		2,688	6,687	7,401	6,876		8,018	2,538	2,627	8,151		7,351	7,461	7,726
South and Southeast Asia Region	Thailand	THA	TX_CURR_ARVDisp_less_three_mo	People currently receiving ART who picked up 3 months or less of ARV	<15	Unknown Sex	N/A												86	76	73	51		92	79	135	115		113	92	99	100		59	74	70	43		40	31	61
South and Southeast Asia Region	Thailand	THA	TX_CURR_ARVDisp_less_three_mo	People currently receiving ART who picked up 3 months or less of ARV	15+	Female	N/A												2,907	2,465	2,537	1,990		5,436	3,455	5,950	6,278		3,867	3,963	4,078	4,686		3,149	3,344	3,339	2,589		1,915	1,694	1,859
South and Southeast Asia Region	Thailand	THA	TX_CURR_ARVDisp_less_three_mo	People currently receiving ART who picked up 3 months or less of ARV	Unknown Age	Male	N/A												169	181	3	72		76	23	41	281		339	553	992	616		401	910	1,072	204		111	98	185
South and Southeast Asia Region	Thailand	THA	TX_CURR_ARVDisp_less_three_mo	People currently receiving ART who picked up 3 months or less of ARV	15+	Male	N/A												5,060	4,710	4,473	3,673		7,789	5,842	9,835	10,055		6,629	6,658	6,609	7,727		5,256	5,566	5,633	4,759		3,684	3,384	3,713
South and Southeast Asia Region	Thailand	THA	TX_CURR_ARVDisp_less_three_mo	People currently receiving ART who picked up 3 months or less of ARV	Unknown Age	Female	N/A												59	73	2	34		39	24	32	139		187	300	736	390		297	511	578	132		65	51	134
South and Southeast Asia Region	Thailand	THA	TX_CURR_ARVDisp_six_more_mo	People currently receiving ART who picked up an ARV supply of 6 months or more	<15	Unknown Sex	N/A												67	84	24	35		51	78	32	27		16	9	19	32		30	36	37	56		62	56	78
South and Southeast Asia Region	Thailand	THA	TX_CURR_ARVDisp_six_more_mo	People currently receiving ART who picked up an ARV supply of 6 months or more	Unknown Age	Male	N/A												302	242	1	7		10	4	134	149		289	234	287	173		59	264	143	18		34	44	63
South and Southeast Asia Region	Thailand	THA	TX_CURR_ARVDisp_six_more_mo	People currently receiving ART who picked up an ARV supply of 6 months or more	Unknown Age	Female	N/A												149	106		6		5		11	75		167	262	215	131		37	122	105	10		23	24	49
South and Southeast Asia Region	Thailand	THA	TX_CURR_ARVDisp_six_more_mo	People currently receiving ART who picked up an ARV supply of 6 months or more	15+	Male	N/A												5,722	6,964	7,853	11,139		11,242	19,260	13,780	11,842		10,479	11,100	11,319	11,517		6,341	7,446	7,888	9,318		9,509	10,389	10,978
South and Southeast Asia Region	Thailand	THA	TX_CURR_ARVDisp_six_more_mo	People currently receiving ART who picked up an ARV supply of 6 months or more	15+	Female	N/A												3,930	4,820	5,439	7,362		8,808	12,514	8,886	7,477		6,790	7,031	6,945	7,130		3,419	4,020	4,262	5,063		4,895	5,255	5,569
South and Southeast Asia Region	Thailand	THA	TX_CURR_ARVDisp_three_five_mo	People currently receiving ART who picked up a 3-5 month supply of ARV	15+	Male	N/A												14,456	14,953	16,042	14,765		14,495	16,350	18,139	19,334		23,987	22,626	21,691	23,493		20,752	18,143	18,690	22,045		18,621	18,011	17,187
